UNITNAME,CanBuild,BuiltBy,UnitNumber,DefaultMissionType,wpri_badTargetCategory,ActivateWhenBuilt,Description,MaxDamage,SelfDestructAs,buildangle,FootprintZ,MetalStorage,Copyright,DamageModifier,Version,BMcode,SIDE,BadTargetCategory,StandingFireOrder,Designation,BuildCostEnergy,WorkerTime,Builder,YardMap,Name,firestandorders,ShootMe,FootprintX,EnergyStorage,FrenchName,NoChaseCategory,Category,canattack,Weapon1,NoShadow,EnergyUse,SightDistance,downloadable,ThreeD,ZBuffer,ExplodeAs,BuildCostMetal,NoAutoFire,TEDClass,Corpse,GermanDescription,BuildTime,RadarDistance,ItalianDescription,WaterLine,ItalianName,canguard,Objectname,SoundCategory,GermanName,Frenchdescription,SpanishDescription,canstop,SpanishName,MinWaterDepth,MaxVelocity,StandingMoveOrder,MaxSlope,canpatrol,canmove,Upright,TurnRate,MaxWaterDepth,Acceleration,maneuverleashlength,MovementClass,Weapon3,wspe_badTargetCategory,BrakeRate,EnergyMake,mobilestandorders,SteeringMode,Ovradjust,Digger,canhover,Builddistance,CanReclamate,MetalMake,ImmuneToParalyzer,CantBeTransported,Init_cloaked,Stealth,CloakCost,HideDamage,CanCapture,wsec_badTargetCategory,Weapon2,candgun,Scale,cruisealt,BankScale,amphibious,Canfly,sortbias,selfdestructcountdown,ExtractsMetal,onoffable,transportsize,canload,transportcapacity,transportmaxunits,Floater,Antiweapons,MakesMetal,SonarDistance,PitchScale,IsAirBase,ai_limit,ai_weight,HoverAttack,CloakCostMoving,HealTime,ShowPlayerName,norestrict,mincloakdistance,RadarDistanceJam,PigLatinName,PigLatinDescription,JapaneseName,canbuild,IsFeature,kamikazedistance,kamikaze,TidalGenerator,canland,canresurrect,canrepair,resurrect,istargetingupgrade,Commander,attackrunlength,altfromsealevel,MoveRate1,WindGenerator,
CORTL,,CORCS CORCH CORCOM CORCSA CORDECOM CORCOM_SUP CORCA CORCK CORCV ,145,n/a,NSHP,1,Torpedo Launcher,2280,MEDIUM_UNIT,16384,3,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,0,CORE,NSHP,2,n/a,4077,0,0,www www www,Urchin,1,1,3,0,Lance-torpilles,n/a,CORE BLDG NAIR NSUB NSHP NLND NEXP NNUK ALL LEV1 CTRL_X,1,TORPEDO_COAX,1,0.2,256,n/a,1,1,MEDIUM_UNIT,374,0,WATER,cortl_dead,Torpedowerfer,5292,0,Lancia-torpedini,10,Lancia-torpedini,1,CORTL,CORE_SHIP,Torpedowerfer,Lance-torpilles,Lanzatorpedos,1,Lanzatorpedos,1,n/a,n/a,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.2,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,512,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORLAB,CORTHUD CORROACH CORSTORM CORCK CORMAK CORCRASH CORAK CORSC ,CORCA CORCK CORCV CORCH CORCOM CORCS CORACK CORCSA CORDECOM CORCOM_SUP ,114,n/a,n/a,n/a,Produces Kbots,2550,LARGE_BUILDING,1024,6,100,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,0,CORE,n/a,2,PAK,1760,120,1,occcco occcco occcco occcco occcco occcco,Kbot Lab,1,n/a,6,100,Labo de Kbots,n/a,CORE LAB NAIR NSUB NSHP NLND NEXP NNUK ALL LEV1 CTRL_F,n/a,n/a,n/a,0,224,n/a,1,1,LARGE_BUILDINGEX,600,0,PLANT,corlab_dead,Tech Level 1,6700,0,Produce Kbot,n/a,Laboratorio Kbot,n/a,CORLAB,KBOTPLANT,Kbot-Labor,Niveau Tech 1,Produce Kbots,1,Laboratorio Kbot,n/a,n/a,1,10,1,1,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORSHARK,,CORASY ,134,Standby,NSUB,1,Sniper Submarine,1104,SMALL_UNIT,n/a,3,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,1,CORE,NSUB,2,SBS-T2,20980,0,0,n/a,Shark,1,1,3,0,Squale,NSUB,CORE MOB NAIR NLND NEXP NNUK ALL LEV2 CTRL_U CTRL_W,1,TORPEDO_SNIPE,n/a,0.5,320,n/a,1,1,SMALL_UNITEX,2035,0,SHIP,corshark_dead,Schneller Angriffs-U-Boot,21912,40,Sottomarino veloce da attacco,20,Shark,1,CORSHARK,CORE_SUB,Shark,Marins d'intervention rapide,Submarino de ataque rápido,1,Shark,15,1.65,1,n/a,1,1,1,160,n/a,0.03,640,BOATD3,n/a,n/a,0.1,0.5,1,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,672,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORUWMOHO,,CORACSUB CORACSA CORACH CORCOM_SUP ,5200,n/a,n/a,1,Advanced Metal Extractor,14652,LARGE_BUILDING,32768,5,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1,0,CORE,n/a,n/a,MD-2,11401,0,0,ooooo ooooo ooooo ooooo ooooo,Underwater Moho Extractor,n/a,n/a,5,0,n/a,n/a,CORE BLDG NAIR NSUB NSHP NLND NEXP NNUK ALL LEV2,n/a,n/a,n/a,20,128,n/a,1,1,LARGE_BUILDINGEX,906,0,METAL,n/a,n/a,20312,0,n/a,n/a,n/a,n/a,CORUWMOHO,CORE_UWMEX,n/a,n/a,n/a,n/a,n/a,19,n/a,n/a,24,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.003,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMCOM,ARMMSTOR ARMDRAG ARMMAKR ARMUWMFUS ARMGATE ARMLAB ARMUWMS ARMVP ARMSY ARMUWES ARMFMKR ARMFLLT ARMAP ARMUWMEX ARMHP ARMLLT ARMSONAR ARMRAD ARMFDRAG ARMTL ARMFRT ARMWIN ARMESTOR ARMSOLAR ARMFHP ARMTIDE ARMRL ARMMEX ARMGEN ,,21,Standby,AIR,1,Commander,4900,COMMANDER_BLAST_ARM,n/a,2,n/a,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,1,ARM,AIR,2,ARM-WM,16042,360,1,n/a,Commander,1,1,2,n/a,Commandeur,AIR,ARM COMMANDER NAIR NSUB NSHP LEV0 ALL CTRL_C,1,LASER_COM,n/a,0,320,n/a,1,1,COMMANDER_BLAST_ARM,842,n/a,COMMANDER,n/a,Commander,19242,480,Comandante,n/a,Comandante,1,ARMCOM,ARM_COM,Commander,Commandant,Comandante,1,Comandante,n/a,1.1,0,20,1,1,1,1044,35,0.15,640,TANKDS2,DGUN_ARM,AIR,0.3,50,1,2,1,n/a,n/a,120,1,2,1,n/a,n/a,n/a,100,1,1,MOB,VLAUNCH_COM,1,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,480,n/a,n/a,n/a,n/a,n/a,1500,30,1,1,60,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,
CORHLAS,,CORAHP CORFAHP ,194,Standby,AIR,n/a,Laser Hovertank,3120,BIG_UNIT,n/a,3,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1.2,1,CORE,AIR,2,COR-BEAM,18900,0,0,n/a,Scalpel,1,1,3,0,n/a,AIR,CORE MOB NAIR NSUB NSHP NEXP NNUK ALL LEV2 CTRL_H CTRL_W,1,LASER_CAN,n/a,2.1,352,1,1,1,BIG_UNITEX,756,0,TANK,corhlas_dead,n/a,18000,32,n/a,n/a,n/a,1,CORHLAS,CORE_HOVER_MID,n/a,n/a,n/a,1,n/a,n/a,1.95,1,16,1,1,n/a,960,0,0.09,640,TANKHOVER3,n/a,n/a,0.08,2.1,1,1,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORFMKR,,CORCSA CORCS CORCH CORCOM CORDECOM CORCOM_SUP ,170,n/a,n/a,1,Converts Energy into Metal (100/1),180,SMALL_BUILDING,8192,3,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1.2,0,CORE,n/a,n/a,FMR,1530,0,0,www www www,Floating Metal Maker,n/a,n/a,3,0,Métallo flottant,n/a,CORE BLDG NAIR NSUB NSHP NLND NEXP NNUK ALL LEV1 CTRL_J,n/a,n/a,n/a,100,192,1,1,1,SMALL_BUILDINGEX,32,0,METAL,n/a,Schwimmende Metallherstellung,2682,0,Produttore di Metallo galleggiante,22,Generatore di Metallo,n/a,CORFMKR,CORE_MAKER,Schwimmschmelze,Convertit l'énergie en métal,Productor de Metal flotante,n/a,Productor de metal flotante,11,n/a,n/a,10,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORTAC,,CORGANT ,31902,Standby,MOB,1,"Mobile Heavy Missile Launcher (Guided, 2.5K Energy/Shot)",5985,UNIT_BIG_BLASTSML,n/a,5,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,3.1,1,CORE,MOB,2,CORE-TAC1,184360,0,0,n/a,Arbitrator,1,1,5,0,n/a,MOB,CORE BIG MOB NAIR NSUB NSHP NEXP ALL LEV3 CTRL_L,1,VLAUNCH_TAC,n/a,2.5,672,1,1,1,UNIT_BIG_BLASTSML,7670,1,KBOT,cortac_dead,n/a,92180,64,n/a,n/a,n/a,1,CORTAC,TAAR,n/a,n/a,n/a,1,n/a,n/a,0.75,1,10,1,1,n/a,224,0,0.015,640,TANKSH5,RANGE_2688,n/a,0.027,0.5,1,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORHARL,,CORAHP CORFAHP ,194,Standby,AIR,n/a,Artillery Assault Hovertank,2400,BIG_UNIT,n/a,4,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1.2,1,CORE,AIR,2,COR-MRJ,18963,0,0,n/a,Cyclops,1,1,4,0,n/a,AIR,CORE MOB NAIR NSUB NSHP NEXP NNUK ALL LEV1 CTRL_H CTRL_W,1,CANNON_ART_MEDIUM,n/a,2.1,512,1,1,1,BIG_UNITEX,1342,0,TANK,corharl_dead,n/a,18846,40,n/a,n/a,n/a,1,CORHARL,CORE_HOVER_BIG,n/a,n/a,n/a,1,n/a,n/a,1.35,1,16,1,1,n/a,416,0,0.045,640,TANKHOVER4,n/a,n/a,0.08,2.1,1,1,n/a,1,1,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORSES,,CORCOM_SUP CORACA CORACK CORACV CORACH ,27,n/a,n/a,1,Increases Energy Storage by 25K (Adjacency Bonus),3424,NUCLEAR_BLASTSML,2048,6,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,0,CORE,n/a,n/a,AE-ESF,14940,0,0,oooooo oooooo oooooo oooooo oooooo oooooo ,Advanced Energy Storage,n/a,n/a,6,25000,n/a,n/a,CORE BLDG NAIR NSUB NSHP NLND NEXP NNUK ALL LEV2,n/a,n/a,n/a,125,192,n/a,1,1,ESTOR_BUILDING,925,0,ENERGY,n/a,n/a,25500,0,n/a,n/a,n/a,n/a,CORSES,CORE_ESTOR,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,125,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORMH,,CORHP CORFHP ,288,Standby,MOB,n/a,Hovercraft Rocket Launcher,460,BIG_UNIT,n/a,3,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1.2,1,CORE,MOB,2,COR-MRJ,3352,0,0,n/a,Nixer,1,1,3,0,Nixer,AIR,CORE MOB NAIR NSUB NSHP NEXP NNUK ALL LEV1 CTRL_H CTRL_W,1,VLAUNCH_MH_CORE,n/a,2.6,352,1,1,1,BIG_UNITEX,318,0,TANK,cormh_dead,Hovercraft-Raketenwerfer,19124,32,Hovercraft lanciarazzi,n/a,Nixer,1,CORMH,CORE_HOVER_MID,Räuber,Hovercraft Lance-Roquette,Hovercraft lanzador de torpedos,1,Nixer,n/a,1.5,1,16,1,1,n/a,730,0,0.06,640,TANKHOVER3,n/a,n/a,0.09,2.6,1,1,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMFRIG,,ARMSY ,65564453,Standby,AIR,1,Escort Frigate,1966,SMALL_UNIT,16384,4,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,2,1,ARM,n/a,2,VANGUARD,3445,0,0,n/a,Mariner,1,1,4,0,n/a,AIR,ARM MOB NAIR NSUB NLND NEXP NNUK ALL LEV1 CTRL_N CTRL_W,1,ROCKET_FRIG,n/a,1,448,n/a,1,1,SMALL_UNITEX,298,0,SHIP,armfrig_dead,n/a,5935,0,n/a,n/a,n/a,1,ARMFRIG,ARM_SHIP,n/a,n/a,n/a,1,n/a,15,2.4,1,n/a,1,1,n/a,288,n/a,0.08,640,BOATS4,MISSILE_AA_MEDIUM,NAIR,0.025,1,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORACSA,CORUWMOHO CORPLAT CORUWFUS COREPLAT CORUWMMM CORASON CORATL ,CORAPLAT ,90,VTOL_Standby,n/a,n/a,Tech Level 2 (Amphibious),600,BIG_UNITEX,n/a,3,50,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,1,CORE,n/a,n/a,CVA-AW5,17472,180,1,n/a,Adv. Construction Seaplane,n/a,1,3,50,n/a,n/a,CORE AIR MOB NSUB NSHP NSTN FLM NLND NEXP NNUK ALL LEV2 CTRL_B,n/a,n/a,n/a,0.1,288,n/a,1,1,BIG_UNIT,580,0,CNSTR,n/a,n/a,23040,32,n/a,n/a,n/a,1,CORACSA,CORE_CVTOL,n/a,n/a,n/a,1,n/a,n/a,6.3,1,10,1,1,n/a,116,255,0.04,1280,n/a,n/a,n/a,1.7,6,1,1,1,n/a,n/a,150,1,0.2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8,75,1.5,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORGOL,,CORAVP ,110,Standby,AIR,n/a,Very Heavy Assault Tank,11380,BIG_UNIT,n/a,4,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1,1,CORE,AIR,2,PS20,19530,0,0,n/a,Goliath,1,1,4,0,Goliath,AIR,CORE MOB NAIR NSUB NSHP NEXP NNUK ALL LEV2 CTRL_G CTRL_V CTRL_W,1,CANNON_GOL,n/a,0.5,448,n/a,1,1,BIG_UNIT,1394,0,TANK,corgol_dead,Überschwerer Gefechtspanzer,21174,40,Carro armato super-pesante da attacco,n/a,Goliath,1,CORGOL,CORE_TANK,Goliath,Char d'assaut très lourd,Tanque súper pesado,1,Goliath,n/a,1.05,1,16,1,1,n/a,270,12,0.01,640,TANKSH4,n/a,n/a,0.03,0.5,1,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMTIDE,,ARMCSA ARMCS ARMCH ARMCOM ARMDECOM ARMCOM_SUP ,71,n/a,n/a,1,Produces Energy,384,n/a,8192,4,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,0,ARM,n/a,n/a,AE-TPG,768,0,0,wwww wwww wwww wwww,Tidal Generator,n/a,n/a,4,0,Centrale marémotrice,n/a,ARM NAIR NSUB NSHP NLND NEXP NNUK ALL LEV1,n/a,n/a,1,0,192,n/a,1,1,SMALL_BUILDINGEX,82,0,WATER,armtide_dead,Liefert Energie,2188,0,Produce energia,8,Generatore a Maree,n/a,ARMTIDE,ARM_TIDE,Gezeitenkraftwerk,Produit de l'énergie,Produce energía,n/a,Generador Maremotriz,20,n/a,n/a,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORAH,,CORHP CORFHP ,287,Standby,ALL,n/a,Anti-Air Hovercraft,780,BIG_UNIT,n/a,3,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1.2,1,CORE,ALL,2,COR-MRJ,1542,0,0,n/a,Slinger,1,1,3,0,Frondeur,AIR,CORE MOB NAIR NSUB NSHP NEXP NNUK ALL LEV1 CTRL_W CTRL_H,1,NULL_WEAPON,n/a,2.6,512,1,1,1,BIG_UNITEX,115,0,TANK,corah_dead,Flugabwehr-Hovercraft,3747,32,Hovercraft antiaereo,n/a,Slinger,1,CORAH,CORE_HOVER_MID,Slinger,Hovercraft Antiaérien,Hovercraft antiaéreo,1,Slinger,n/a,1.55,1,16,1,1,n/a,580,0,0.08,640,TANKHOVER3,MISSILE_AA_HEAVY,ALL,0.09,2.6,1,1,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORINT_UPGRADE,,CORINT ,14026,Standby,AIR,n/a,Increases Weapon Rate of Fire (4x),8550,NOWEAPON,n/a,0,n/a,Copyright 1997 Humongous Entertainment. All rights reserved.,0,1,1,CORE,AIR,n/a,STTA,607020,n/a,0,n/a,Buzzsaw Upgrade,1,1,0,n/a,n/a,AIR,CORE NAIR NSUB NSHP NLND NEXP ALL LEV3,1,n/a,n/a,0,1024,1,1,1,NOWEAPON,15580,0,SPECIAL,n/a,n/a,291336,0,n/a,n/a,n/a,n/a,CORINT_UPGRADE,CORE_ESTOR,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,60,n/a,1,1,1,0,0,640,n/a,n/a,n/a,1,0,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,1,1,1,1,0,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORFRT,,CORDECOM CORCOM_SUP CORCS CORCH CORCOM CORCSA ,172,GUARD_NOMOVE,NAIR,n/a,Floating Anti-Air Tower,464,BIG_UNIT,16384,4,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1.2,0,CORE,ALL,2,FF-R8,1054,0,0,wwww wwww wwww wwww,Stinger,1,1,4,0,Pulverizer NAVY,ALL,CORE BLDG NAIR NSUB NSHP NLND NEXP NNUK ALL LEV1 CTRL_X,1,MISSILE_AA_HEAVY,1,0.1,512,1,1,1,BIG_UNITEX,108,0,WATER,corfrt_dead,Raketenturm - Marineeinheit,2357,0,Torretta missilistica - Sezione Navale,4,Grenatiere,n/a,CORFRT,RL,Grenadier,Tourelle lance-missiles NAVY,Torre Lanzamisiles-Serie Naval,1,Pulverizer-SN,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORASY,CORCRUS CORSJAM CORACSUB CORMSHIP CORARCH CORCARRY CORSHARK CORBATS ,CORECS CORCS CORCOM_SUP ,87,n/a,n/a,n/a,Produces Ships,3740,LARGE_BUILDING,n/a,10,200,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,0,CORE,n/a,2,COR-SCF,19182,240,1,wCCCCCCCCw,Advanced Shipyard,1,n/a,10,200,Chantier naval évolué,n/a,CORE LAB NAIR NSUB NSHP NLND NEXP NNUK ALL LEV2 CTRL_F,n/a,n/a,1,0,224,n/a,1,1,LARGE_BUILDINGEX,2460,0,PLANT,corasy_dead,Tech Level 2,19211,0,Produce navi,22,Cantiere Navale Spec.,n/a,CORASY,SHIPYARD,Verbesserte Werft,Niveau Tech 2,Produce buques,1,Astillero Avanzado,30,n/a,1,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,1,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
